LoanID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,CIBIL_Score,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months
1880,16000,16000,0.16,36,credit_card,0.11,RENT,5075,690,15,22380,2
1881,12000,11725,0.1,36,car,0.15,MORTGAGE,3000,750,8,20328,0
1882,7500,5795.24,0.12,36,home_improvement,0.18,MORTGAGE,2500,690,7,6349,1
1883,9600,9600,0.08,36,debt_consolidation,0.06,MORTGAGE,6500,725,8,23353,3
1884,23850,23850,0.23,60,debt_consolidation,0.21,MORTGAGE,5000,670,13,17587,1
1885,6250,6250,0.14,36,debt_consolidation,0.2,RENT,4248.33,680,9,9991,2
1886,16750,16359.69,0.08,36,debt_consolidation,0.21,MORTGAGE,3778.67,745,9,22352,0
1887,4000,4000,0.13,36,major_purchase,0.03,RENT,1600,730,3,1295,3
1888,23500,23500,0.19,36,credit_card,0.2,RENT,6800,670,17,31812,3
1889,3600,3575,0.13,36,educational,0.03,RENT,2000,705,8,2650,4
1890,1900,1900,0.07,36,other,0.23,RENT,2208.33,725,11,8508,1
1891,22500,22500,0.08,36,other,0.2,OWN,5208.33,755,5,22876,0
1892,12000,12000,0.08,60,debt_consolidation,0.11,MORTGAGE,4425.17,780,9,14816,0
1893,15000,15000,0.13,60,debt_consolidation,0.16,MORTGAGE,4500,730,17,18592,2
1894,32000,32000,0.17,36,other,0.1,MORTGAGE,19166.67,705,8,66885,1
1895,24000,24000,0.24,60,debt_consolidation,0.21,RENT,4583.33,665,13,28399,1
1896,5500,5500,0.16,36,vacation,0.2,RENT,5416.67,670,13,13079,3
1897,7300,7300,0.08,36,credit_card,0.12,RENT,3090.5,735,5,13459,0
1898,25000,24975,0.13,60,debt_consolidation,0.28,RENT,7250,740,14,19598,0
1899,4575,4575,0.11,36,credit_card,0.21,OWN,1280,690,8,9484,0
1900,10000,10000,0.15,36,debt_consolidation,0.16,MORTGAGE,3416.67,685,24,16591,0
1901,20000,19950,0.16,60,credit_card,0.24,MORTGAGE,5000,705,10,20062,3
1902,11100,11100,0.11,36,credit_card,0.3,MORTGAGE,4000,715,10,13410,3
1903,17000,17000,0.11,60,debt_consolidation,0.11,MORTGAGE,4166.67,760,10,19020,0
1904,12000,11975,0.14,36,debt_consolidation,0.17,RENT,2000,675,6,7552,0
1905,24000,24000,0.12,36,wedding,0.23,RENT,8750,715,12,29683,0
1906,7000,7000,0.18,36,credit_card,0.08,RENT,6000,690,5,6623,0
1907,10000,10000,0.12,36,debt_consolidation,0.2,RENT,5833.33,695,16,25687,0
1908,14000,14000,0.07,36,credit_card,0.29,RENT,4250,745,16,1850,1
1909,3250,3225,0.08,36,credit_card,0.03,RENT,2083.33,745,6,2114,1
1910,18000,18000,0.11,36,debt_consolidation,0.12,RENT,5100,715,8,17139,0
1911,19500,19500,0.21,36,debt_consolidation,0.27,MORTGAGE,5125,660,11,29033,0
1912,5000,5000,0.06,36,debt_consolidation,0.3,OWN,2083.33,785,12,22141,0
1913,20000,20000,0.18,60,debt_consolidation,0.18,RENT,4250,700,10,11805,0
1914,6000,6000,0.13,36,debt_consolidation,0.2,RENT,7500,680,6,6686,1
1915,14300,14300,0.14,36,debt_consolidation,0.22,MORTGAGE,7750,695,11,25213,2
1916,12800,12800,0.12,36,credit_card,0.1,MORTGAGE,5000,690,9,33085,0
1917,3000,2975,0.08,36,major_purchase,0.18,RENT,3458.33,720,8,2999,0
1918,25000,25000,0.13,36,debt_consolidation,0.18,MORTGAGE,14166.67,705,21,96169,0
1919,18000,18000,0.12,36,credit_card,0.22,RENT,4583.33,700,13,17868,0
1920,9750,9750,0.15,36,debt_consolidation,0.14,OWN,2518.67,665,7,13209,0
1921,5000,5000,0.12,36,debt_consolidation,0.24,RENT,2500,695,8,7980,2
1922,4000,4000,0.13,36,car,0.22,RENT,2000,685,16,1625,3
1923,1200,1200,0.08,36,debt_consolidation,0.07,RENT,1300,710,8,1775,0
1924,12000,12000,0.17,36,debt_consolidation,0.2,RENT,5416.67,660,7,3747,0
1925,5000,5000,0.16,36,credit_card,0.1,OWN,1733.33,665,11,4366,3
1926,21700,21700,0.08,36,debt_consolidation,0.05,MORTGAGE,15000,780,5,128707,0
1927,21850,21850,0.16,60,debt_consolidation,0.32,MORTGAGE,4628,715,17,32103,1
1928,12000,12000,0.11,36,home_improvement,0.15,MORTGAGE,5833.33,705,7,2701,0
1929,7000,7000,0.18,36,other,0.16,MORTGAGE,4166.67,675,7,4167,0
1930,32000,32000,0.24,60,moving,0.08,MORTGAGE,16666.67,700,5,50330,2
1931,13000,13000,0.14,60,debt_consolidation,0.18,RENT,3302,720,5,15076,3
1932,12000,12000,0.12,36,credit_card,0.14,MORTGAGE,2916.67,680,10,13576,0
1933,25475,25375,0.19,60,debt_consolidation,0.22,RENT,5000.67,680,17,24081,1
1934,10000,10000,0.11,36,credit_card,0.26,RENT,2833.33,700,8,6521,0
1935,5000,5000,0.12,36,other,0.25,MORTGAGE,8416.67,695,20,58836,1
1936,10000,9725,0.08,36,debt_consolidation,0.19,MORTGAGE,4300,760,15,24413,1
1937,4000,4000,0.14,36,debt_consolidation,0.26,MORTGAGE,3333.33,675,12,19443,1
1938,8000,8000,0.1,36,debt_consolidation,0.02,RENT,2800,720,5,2186,0
1939,35000,35000,0.11,36,debt_consolidation,0.09,MORTGAGE,18750,735,13,18528,3
1940,9000,7650,0.11,36,credit_card,0.13,MORTGAGE,5666.67,685,22,36164,1
1941,9000,9000,0.06,36,debt_consolidation,0.06,MORTGAGE,8333.33,775,9,1717,0
1942,24000,24000,0.17,60,debt_consolidation,0.21,OWN,6250,675,10,17780,0
1943,18000,18000,0.13,60,debt_consolidation,0.17,RENT,7083.33,750,8,2234,2
1944,4000,4000,0.14,60,major_purchase,0.13,OWN,3500,695,5,8518,1
1945,15000,15000,0.07,36,debt_consolidation,0.03,MORTGAGE,6250,755,8,13131,0
1946,6075,6075,0.17,36,debt_consolidation,0.2,OWN,2666.67,660,15,7515,2
1947,13800,13800,0.17,60,medical,0.02,RENT,4166.67,710,3,2766,0
1948,10000,10000,0.19,60,debt_consolidation,0.12,RENT,6800,700,24,8311,1
1949,8000,7725,0.11,36,credit_card,0.13,MORTGAGE,7000,735,3,175087,1
1950,15000,15000,0.17,36,debt_consolidation,0.33,RENT,3000,670,20,15092,0
1951,4800,4800,0.07,36,car,0.1,MORTGAGE,7291.67,815,14,0,0
1952,24250,17431.82,0.12,60,credit_card,0.24,MORTGAGE,5833.33,730,6,31061,2
1953,7000,6975,0.07,36,vacation,0.21,RENT,3000,715,12,10784,1
1954,10500,10500,0.12,36,major_purchase,0.05,RENT,5000,700,4,502,0
1955,25000,24950,0.21,60,debt_consolidation,0.24,MORTGAGE,5666.67,690,8,27699,1
1956,21000,21000,0.14,60,debt_consolidation,0.06,MORTGAGE,8333.33,715,10,22196,0
1957,14400,14400,0.14,36,debt_consolidation,0.24,MORTGAGE,5833.33,685,9,25515,5
1958,9600,9600,0.11,36,debt_consolidation,0.09,RENT,3458.33,720,4,8915,0
1959,12000,12000,0.09,60,credit_card,0.19,MORTGAGE,4000,795,7,143151,0
1960,10000,10000,0.12,36,major_purchase,0.11,OWN,13333,705,12,36672,2
1961,4000,4000,0.15,36,moving,0.22,RENT,4000,665,10,18833,2
1962,20000,20000,0.21,36,debt_consolidation,0.19,RENT,6000,665,7,21202,2
1963,31300,31300,0.23,60,debt_consolidation,0.34,OWN,5833.33,665,11,25344,0
1964,6900,6900,0.08,36,home_improvement,0.14,OWN,2750,710,14,4087,0
1965,30000,17982.94,0.18,60,wedding,0.24,RENT,5632.33,690,10,24217,0
1966,2000,2000,0.12,36,wedding,0.02,RENT,2518.75,675,5,985,0
1967,12000,12000,0.08,36,credit_card,0.13,OWN,5833.33,725,8,9866,0
1968,3300,3300,0.1,36,small_business,0.05,RENT,3125,690,8,2623,0
1969,25000,25000,0.14,36,credit_card,0.15,MORTGAGE,10000,695,16,46708,0
1970,6000,5950,0.1,36,debt_consolidation,0.07,RENT,2300,720,5,4006,1
1971,3250,3250,0.21,36,small_business,0.32,RENT,2858.33,690,5,17662,0
1972,16500,16175,0.12,60,home_improvement,0.06,MORTGAGE,5833.33,715,8,30455,2
1973,31000,31000,0.21,60,debt_consolidation,0.11,RENT,5833.33,705,12,27120,0
1974,4000,4000,0.14,36,debt_consolidation,0.03,MORTGAGE,2916.67,750,2,2476,0
1975,6000,6000,0.17,36,moving,0.02,RENT,4416.67,665,3,2426,2
1976,7500,7500,0.07,36,debt_consolidation,0.13,MORTGAGE,9583.33,710,20,22464,0
1977,12000,11975,0.08,36,debt_consolidation,0.08,RENT,4500,745,12,8422,0
1978,20000,20000,0.18,36,debt_consolidation,0.22,RENT,6666.67,685,20,22990,6
1979,24000,24000,0.22,60,debt_consolidation,0.31,MORTGAGE,10104.17,675,14,37686,0
1980,7500,7500,0.2,36,debt_consolidation,0.19,RENT,3348,660,8,5322,0
1981,6250,900,0.18,36,debt_consolidation,0.2,RENT,2916.67,655,17,17659,9
1982,5000,4900,0.07,36,home_improvement,0.11,MORTGAGE,7083.33,755,9,0,3
1983,10000,10000,0.11,36,small_business,0.23,MORTGAGE,5416.67,710,4,20143,1
1984,12000,11341.5,0.07,36,debt_consolidation,0.18,RENT,5200,710,16,8182,0
1985,7000,6775,0.09,36,debt_consolidation,0.08,RENT,5000,745,6,3337,1
1986,4000,4000,0.07,36,car,0.01,RENT,5416.67,755,4,929,0
1987,7800,7800,0.13,36,credit_card,0.16,MORTGAGE,5000,680,8,12889,0
1988,15000,15000,0.15,36,debt_consolidation,0.16,RENT,6666.67,680,11,23226,1
1989,14125,14125,0.18,36,debt_consolidation,0.08,RENT,3000,670,6,8992,1
1990,8000,8000,0.05,36,credit_card,0.04,OWN,3936,780,7,5235,0
1991,4325,4325,0.07,36,credit_card,0.05,MORTGAGE,3691.67,715,9,5074,0
1992,15000,15000,0.13,36,car,0.1,RENT,3000,705,9,7005,1
1993,12000,12000,0.1,36,debt_consolidation,0.28,RENT,2916.67,710,8,6913,0
1994,6575,6575,0.09,36,debt_consolidation,0.04,MORTGAGE,7500,710,5,6670,0
1995,9000,9000,0.1,36,debt_consolidation,0.14,RENT,5166.67,710,10,6490,0
1996,4500,4500,0.09,36,credit_card,0.07,MORTGAGE,5250,710,10,9356,2
1997,20000,19875,0.1,36,credit_card,0.13,MORTGAGE,10000,750,14,25668,1
1998,1950,1950,0.13,36,other,0.15,RENT,2600,680,6,4100,1
1999,35000,35000,0.16,36,debt_consolidation,0.17,MORTGAGE,39583.33,705,14,55965,2
2000,8000,8000,0.14,36,credit_card,0.16,RENT,4166.67,675,12,16838,0
2001,15000,15000,0.11,36,medical,0.08,RENT,8750,740,6,6056,1
2002,5650,5650,0.08,36,debt_consolidation,0.16,MORTGAGE,5100,700,6,9863,0
2003,6800,6800,0.16,36,debt_consolidation,0.15,RENT,2708.33,680,5,2964,0
2004,3000,3000,0.19,36,other,0.29,MORTGAGE,7116.25,660,7,7416,0
2005,5675,5675,0.11,36,debt_consolidation,0.29,RENT,2333.33,705,6,9687,1
2006,12000,12000,0.18,60,debt_consolidation,0.01,MORTGAGE,6500,670,4,1549,1
2007,11100,11100,0.15,36,debt_consolidation,0.12,MORTGAGE,2666.67,680,12,8990,0
2008,16000,16000,0.19,60,debt_consolidation,0.18,RENT,6666.67,690,16,11232,2
2009,4800,4800,0.11,36,debt_consolidation,0.2,RENT,2666.67,710,5,3831,1
2010,6200,6200,0.15,36,credit_card,0.21,RENT,1940,665,5,16850,0
2011,6000,6000,0.1,36,credit_card,0.16,OWN,5166.67,710,13,8862,3
2012,2250,2250,0.1,36,car,0.18,OWN,5833.33,680,12,14637,0
2013,24000,14860.05,0.14,60,debt_consolidation,0.11,MORTGAGE,7750,715,11,2594,2
2014,10000,10000,0.12,36,debt_consolidation,0.06,RENT,4333.33,695,6,4665,0
2015,10000,10000,0.14,36,debt_consolidation,0.17,MORTGAGE,10416.67,670,12,12492,4
2016,12000,12000,0.13,36,credit_card,0.06,MORTGAGE,4833.33,665,9,12025,0
2017,12000,12000,0.13,36,debt_consolidation,0.18,RENT,3916.67,690,14,12134,0
2018,20800,13796.59,0.12,36,credit_card,0.17,MORTGAGE,5833.33,750,11,14337,0
2019,8000,8000,0.13,36,debt_consolidation,0.17,MORTGAGE,7083,695,11,9345,3
2020,10000,10000,0.1,36,debt_consolidation,0.12,RENT,4166.67,705,9,10979,0
2021,6000,6000,0.14,36,debt_consolidation,0.08,MORTGAGE,5184.75,675,8,14422,0
2022,4500,4500,0.12,36,debt_consolidation,0.14,RENT,1250,675,8,6265,0
2023,3600,3600,0.07,36,medical,0.16,RENT,2500,740,8,650,0
2024,11200,11200,0.16,36,debt_consolidation,0.12,RENT,2666.67,675,9,5666,1
2025,4000,3925,0.11,36,other,0.14,MORTGAGE,4700,695,7,19310,3
2026,6000,6000,0.13,60,debt_consolidation,0.14,RENT,3458,690,6,2072,0
2027,17000,17000,0.13,36,debt_consolidation,0.15,MORTGAGE,10666.67,720,18,26539,1
2028,8000,8000,0.13,36,debt_consolidation,0.07,MORTGAGE,4583.33,665,13,9085,1
2029,2800,2800,0.07,36,educational,0.08,MORTGAGE,4158,805,12,562,0
2030,12375,12375,0.06,36,debt_consolidation,0.19,MORTGAGE,6750,790,11,8135,0
2031,18825,18825,0.17,60,credit_card,0.33,MORTGAGE,3583.33,690,12,13426,0
2032,9600,9600,0.11,36,debt_consolidation,0.24,MORTGAGE,4389.92,715,10,2195,1
2033,14400,14400,0.13,36,credit_card,0.11,RENT,5000,680,13,19772,0
2034,6000,6000,0.18,60,vacation,0.15,OWN,4416.67,660,9,28349,3
2035,9000,9000,0.06,36,major_purchase,0.09,MORTGAGE,14166.67,770,13,40909,0
2036,20000,19850,0.12,60,wedding,0.16,RENT,4166.67,735,11,3202,0
2037,15000,15000,0.13,36,house,0.23,MORTGAGE,3750,685,12,21016,0
2038,20000,20000,0.11,60,debt_consolidation,0.23,MORTGAGE,9166.67,735,24,53494,2
2039,13750,13750,0.2,60,medical,0.22,MORTGAGE,2916.67,665,7,4690,2
2040,6000,6000,0.17,60,home_improvement,0.18,MORTGAGE,13625,675,10,26688,4
2041,20000,20000,0.08,36,debt_consolidation,0.1,MORTGAGE,10400,735,14,15626,0
2042,12800,12800,0.11,60,home_improvement,0.2,MORTGAGE,3333.33,720,13,24723,0
2043,6000,6000,0.06,36,debt_consolidation,0.08,MORTGAGE,3666.67,780,19,6275,1
2044,12000,12000,0.08,36,debt_consolidation,0.13,RENT,7166.67,735,16,13715,1
2045,12500,12500,0.13,36,credit_card,0.28,RENT,3416.67,690,12,14174,0
2046,5000,5000,0.18,36,other,0.05,RENT,1800,665,2,1749,0
2047,4950,4950,0.14,36,debt_consolidation,0.09,OWN,2916.67,675,11,7931,2
2048,30000,30000,0.13,60,other,0.16,RENT,20416.67,755,6,0,0
2049,10000,10000,0.12,36,debt_consolidation,0.14,MORTGAGE,6083.33,670,13,19263,1
2050,6000,6000,0.15,36,debt_consolidation,0.12,MORTGAGE,14333.33,670,11,31640,1
2051,24000,24000,0.08,36,debt_consolidation,0.21,MORTGAGE,10166.67,750,15,29523,1
2052,14000,14000,0.1,60,debt_consolidation,0.1,MORTGAGE,11333.33,745,6,27477,0
2053,6000,6000,0.07,36,credit_card,0.19,RENT,2100,715,8,2376,0
2054,22400,22400,0.13,36,debt_consolidation,0.16,RENT,7375,690,8,9673,0
2055,8000,8000,0.08,36,vacation,0,RENT,7300,795,2,0,0
2056,24575,24550,0.2,36,credit_card,0.19,MORTGAGE,5166.67,665,8,23157,0
2057,8000,8000,0.15,60,credit_card,0.06,MORTGAGE,4833.33,675,8,9676,4
2058,10000,10000,0.14,36,debt_consolidation,0.13,MORTGAGE,7916.67,670,11,8271,3
2059,29000,27884.92,0.11,60,debt_consolidation,0.04,MORTGAGE,15000,745,12,55964,0
2060,5400,5400,0.06,36,credit_card,0.04,OWN,2333.33,805,9,4224,0
2061,12375,12375,0.07,36,debt_consolidation,0.31,MORTGAGE,3500,735,16,14037,0
2062,30000,30000,0.16,60,debt_consolidation,0.21,MORTGAGE,6666.67,720,14,32854,2
2063,5000,5000,0.06,36,major_purchase,0.03,RENT,3033,770,7,3663,0
2064,6200,6200,0.19,60,credit_card,0.11,MORTGAGE,4250,670,9,5936,3
2065,7000,7000,0.07,36,major_purchase,0.07,OWN,6280,750,14,353,0
2066,29175,29175,0.21,60,credit_card,0.09,RENT,12500,695,9,15308,2
2067,35000,33645.15,0.17,60,debt_consolidation,0.06,MORTGAGE,16133.33,725,11,32222,0
2068,6000,6000,0.17,60,debt_consolidation,0.09,RENT,2400,680,7,7261,2
2069,35000,35000,0.12,60,debt_consolidation,0.13,MORTGAGE,12083.33,730,15,18385,0
2070,16400,12136.46,0.14,36,small_business,0.17,MORTGAGE,6074.17,680,14,23831,2
2071,8450,8450,0.13,60,major_purchase,0.13,MORTGAGE,1375,775,2,0,1
2072,18000,18000,0.18,36,debt_consolidation,0.2,RENT,6916.67,665,15,23786,0
2073,12375,12325,0.13,36,debt_consolidation,0.25,MORTGAGE,4416.67,675,7,32725,0
2074,10000,10000,0.05,36,home_improvement,0.02,MORTGAGE,8000,795,6,8974,0
2075,2000,2000,0.14,36,debt_consolidation,0.28,MORTGAGE,3513.33,680,18,23635,3
2076,12000,12000,0.22,60,debt_consolidation,0.13,MORTGAGE,2866.5,665,5,9626,1
2077,5000,5000,0.08,36,other,0.16,RENT,3750,740,6,1703,3
2078,12000,12000,0.06,36,major_purchase,0.03,MORTGAGE,3416.67,785,6,3732,0
2079,6000,6000,0.14,36,home_improvement,0.13,MORTGAGE,10000,665,9,8230,0
2080,13000,12975,0.1,60,home_improvement,0.09,MORTGAGE,10500,800,8,6810,0
2081,4750,4700,0.17,36,other,0.18,MORTGAGE,3583.33,755,11,2964,2
2082,10000,9925,0.18,36,small_business,0.13,MORTGAGE,11250,665,13,16740,2
2083,1000,1000,0.15,36,moving,0.25,OWN,3176,675,6,10982,2
2084,9600,9600,0.16,36,debt_consolidation,0.27,RENT,5166.67,670,14,5639,0
2085,3625,3625,0.14,36,debt_consolidation,0.11,MORTGAGE,3895,665,9,12251,0
2086,10000,10000,0.13,36,debt_consolidation,0.08,OWN,3500,685,11,11401,1
2087,19425,19400,0.12,60,debt_consolidation,0.18,MORTGAGE,3225.23,745,10,6782,1
2088,8400,8400,0.14,36,credit_card,0.17,RENT,4583.33,695,14,20318,2
2089,10000,10000,0.14,36,debt_consolidation,0.18,RENT,4166.67,680,9,10545,1
2090,6000,6000,0.13,36,debt_consolidation,0.22,MORTGAGE,9367,685,13,33815,0
2091,10000,10000,0.14,36,debt_consolidation,0.25,RENT,4666.67,670,9,19479,0
2092,6000,6000,0.12,36,debt_consolidation,0.16,RENT,1312.08,675,7,12475,0
2093,16000,16000,0.15,60,major_purchase,0.16,RENT,11250,675,10,15550,0
2094,22000,21925,0.17,36,credit_card,0.18,MORTGAGE,8666.67,660,12,9317,2
2095,25000,24950,0.21,36,credit_card,0.08,MORTGAGE,12500,670,3,26057,0
2096,13200,13200,0.2,36,credit_card,0.09,MORTGAGE,5083.33,665,5,10771,0
2097,24000,14450,0.1,60,debt_consolidation,0.08,MORTGAGE,8083.33,765,9,13559,0
2098,12250,2200,0.15,36,debt_consolidation,0.24,MORTGAGE,7416.67,660,13,19136,1
2099,21000,21000,0.11,60,debt_consolidation,0.16,MORTGAGE,7083.33,705,8,22298,1
2100,9000,9000,0.14,36,credit_card,0.15,MORTGAGE,7083.33,685,19,11077,1
2101,5000,5000,0.11,36,credit_card,0.18,RENT,4665.83,690,21,4677,0
2102,35000,34975,0.09,36,debt_consolidation,0.18,OWN,8750,775,8,31600,3
2103,20000,20000,0.22,60,credit_card,0.25,OTHER,6416.67,670,15,14115,0
2104,12000,11975,0.08,36,debt_consolidation,0.13,RENT,10000,705,9,23474,0
2105,10000,10000,0.13,36,credit_card,0.22,RENT,6000,680,8,11088,0
2106,10750,10725,0.13,36,debt_consolidation,0.14,MORTGAGE,4416.67,685,6,11525,0
2107,4000,3975,0.15,36,moving,0.22,RENT,5600,680,8,7900,1
2108,10450,10450,0.13,36,debt_consolidation,0.21,RENT,2658.83,705,10,13371,1
2109,3000,2950,0.09,36,home_improvement,0.17,MORTGAGE,4166.67,725,4,8082,0
2110,11000,11000,0.12,36,debt_consolidation,0.06,MORTGAGE,4583.33,695,11,12361,0
2111,7500,7500,0.13,36,debt_consolidation,0.08,RENT,2796.8,690,4,4788,0
2112,7350,7325,0.11,36,debt_consolidation,0.2,MORTGAGE,4000,710,17,33178,0
2113,10000,10000,0.11,36,debt_consolidation,0.1,RENT,5000,720,6,5510,2
2114,8000,8000,0.17,36,other,0.12,RENT,1750,665,9,5828,0
2115,33600,33600,0.24,60,debt_consolidation,0.19,RENT,7666.67,660,18,12337,0
2116,12000,12000,0.15,60,credit_card,0.17,RENT,4333.33,700,15,17997,1
2117,5000,5000,0.17,60,car,0.17,RENT,2400,670,6,2023,1
2118,10000,10000,0.11,36,credit_card,0.12,MORTGAGE,12083.33,715,14,38378,1
2119,2075,2075,0.1,36,debt_consolidation,0.22,RENT,2250,700,5,7195,0
2120,16000,15825,0.17,36,credit_card,0.2,MORTGAGE,6250,665,18,30772,5
2121,6000,6000,0.12,36,credit_card,0.31,MORTGAGE,4166.67,695,8,13250,1
2122,8600,8600,0.14,36,credit_card,0.09,RENT,4500,680,6,11183,0
2123,16800,16800,0.08,60,debt_consolidation,0.03,MORTGAGE,10666.67,815,7,4757,0
2124,7200,7200,0.08,36,medical,0.04,RENT,3000,755,6,75,1
2125,9000,9000,0.13,36,wedding,0.25,MORTGAGE,5000,700,12,4621,3
2126,10000,9767.84,0.13,36,debt_consolidation,0.21,MORTGAGE,8333.33,715,24,9470,1
2127,11350,11350,0.14,36,debt_consolidation,0.27,RENT,2783.33,675,14,11031,0
2128,6000,6000,0.17,60,home_improvement,0.11,MORTGAGE,8750,685,5,10980,2
2129,4000,4000,0.12,36,small_business,0.18,RENT,2250,680,7,1955,0
2130,6400,6400,0.11,36,debt_consolidation,0.19,RENT,3833.33,690,13,10451,0
2131,3000,3000,0.18,36,debt_consolidation,0.23,MORTGAGE,4820,660,23,7949,3
2132,1125,1125,0.06,36,credit_card,0.18,OWN,3083.33,750,8,3935,0
2133,28000,27950,0.13,60,small_business,0,RENT,4806,795,6,0,1
2134,6000,6000,0.09,36,credit_card,0.25,RENT,6666.67,685,22,6462,0
2135,5000,5000,0.06,36,other,0.06,MORTGAGE,5416.67,795,13,4956,0
2136,20000,19975,0.2,60,debt_consolidation,0.21,OWN,4916.67,665,16,32137,2
2137,9200,9200,0.07,36,credit_card,0.22,RENT,2416.67,730,10,21323,1
2138,35000,35000,0.13,60,other,0.12,MORTGAGE,20833.33,740,13,40765,0
2139,18000,18000,0.2,60,debt_consolidation,0.29,RENT,3750,675,18,8165,0
2140,8250,8250,0.07,36,credit_card,0.24,RENT,2100,720,7,9469,0
2141,1200,1200,0.07,36,other,0.18,OWN,1666.67,710,10,9154,0
2142,10000,10000,0.1,36,credit_card,0.18,RENT,7500,705,8,52045,0
2143,35000,35000,0.17,60,debt_consolidation,0.15,MORTGAGE,9000,700,8,41226,1
2144,18000,18000,0.15,36,debt_consolidation,0.16,MORTGAGE,6666.67,690,10,21174,0
2145,20000,19975,0.18,60,debt_consolidation,0.16,MORTGAGE,7000,705,6,20642,2
2146,5500,5500,0.11,36,credit_card,0.32,OWN,1666.67,690,7,8826,0
2147,35000,35000,0.22,60,debt_consolidation,0.19,OWN,9583.33,660,9,14184,1
2148,35000,35000,0.22,60,credit_card,0.15,RENT,9166.67,695,12,37424,0
2149,20950,20875,0.21,60,debt_consolidation,0.28,MORTGAGE,4500,675,15,24210,1
2150,1500,1500,0.1,36,other,0.17,MORTGAGE,7725,695,14,30626,0
2151,12000,12000,0.2,36,debt_consolidation,0.15,RENT,4458.33,660,8,13935,1
2152,10000,9975,0.14,36,debt_consolidation,0.13,MORTGAGE,3625,690,10,8464,2
2153,9750,9750,0.18,36,debt_consolidation,0.12,OWN,2666.67,660,7,8172,0
2154,5600,5575,0.07,36,debt_consolidation,0.25,RENT,2583,740,6,2454,1
2155,11200,11200,0.13,60,debt_consolidation,0.12,MORTGAGE,3333.33,720,8,8747,0
2156,4000,3975,0.13,36,small_business,0.08,RENT,1750,670,7,7178,3
2157,7000,7000,0.09,36,small_business,0.16,MORTGAGE,4700,700,12,7012,0
2158,18000,18000,0.06,36,debt_consolidation,0.11,MORTGAGE,7916.67,735,13,14007,2
2159,5000,5000,0.13,36,debt_consolidation,0.13,RENT,2000,695,9,1753,0
2160,10000,9975,0.09,36,small_business,0.06,RENT,4000,705,7,8528,0
2161,9800,9800,0.2,60,debt_consolidation,0.15,MORTGAGE,5340.25,665,8,5350,1
2162,20000,19975,0.12,36,credit_card,0.2,MORTGAGE,6750,685,14,21637,0
2163,5100,4950,0.18,36,debt_consolidation,0.26,RENT,3000,640,14,5004,6
2164,8875,8875,0.11,36,debt_consolidation,0.32,RENT,2160,700,19,17422,0
2165,4400,4400,0.06,36,major_purchase,0.18,OWN,4000,765,6,9945,1
2166,35000,23350,0.12,60,small_business,0.08,MORTGAGE,7500,745,6,5660,0
2167,3000,3000,0.18,36,credit_card,0.16,OWN,2916.67,660,9,6403,0
2168,4800,4800,0.12,36,moving,0.05,RENT,3500,690,8,5093,0
2169,5375,5375,0.12,36,debt_consolidation,0.29,MORTGAGE,2166.67,720,5,15475,1
2170,14000,14000,0.12,60,debt_consolidation,0.2,MORTGAGE,6333.33,705,12,32213,0
2171,19800,19775,0.13,36,credit_card,0.2,MORTGAGE,6666.67,730,8,31220,0
2172,13025,13025,0.13,36,credit_card,0.08,MORTGAGE,4333.33,675,6,13029,0
2173,18000,18000,0.18,36,debt_consolidation,0.21,RENT,9333.33,675,12,37526,1
2174,2500,2275.77,0.08,36,major_purchase,0.18,MORTGAGE,3666.67,785,6,406,0
2175,5000,4985.44,0.07,36,debt_consolidation,0.11,OWN,4166.67,755,6,16666,1
2176,4500,4500,0.11,36,credit_card,0.1,RENT,2916.67,685,13,4265,0
2177,15000,15000,0.09,36,debt_consolidation,0.09,RENT,7500,740,8,8343,1
2178,35000,35000,0.2,60,debt_consolidation,0.12,MORTGAGE,18750,715,14,41707,2
2179,4500,4500,0.08,36,credit_card,0.03,RENT,2166.67,795,2,527,1
2180,4500,4500,0.17,36,debt_consolidation,0.17,RENT,4666.67,675,24,893,1
2181,1450,1450,0.08,36,other,0.22,RENT,833.33,740,9,709,0
2182,6000,6000,0.15,36,small_business,0.12,RENT,7083.33,760,7,5341,0
2183,4500,4500,0.07,36,medical,0.16,MORTGAGE,3250,725,16,6049,0
2184,14000,14000,0.07,36,debt_consolidation,0.2,RENT,4583.33,750,15,15890,1
2185,15000,15000,0.06,36,debt_consolidation,0.09,MORTGAGE,12000,800,17,13151,0
2186,22000,14550,0.11,60,debt_consolidation,0.16,MORTGAGE,5243.75,760,18,14115,0
2187,10000,1300,0.11,36,credit_card,0.11,MORTGAGE,6666.67,695,8,43712,0
2188,35000,35000,0.2,36,debt_consolidation,0.21,MORTGAGE,12333.33,700,23,36870,0
2189,10000,10000,0.2,36,debt_consolidation,0.19,RENT,5250,685,25,3802,1
2190,6000,6000,0.14,60,medical,0.24,RENT,2400,695,11,6069,4
2191,10000,10000,0.16,36,debt_consolidation,0.13,MORTGAGE,4458.33,675,7,6413,1
2192,10000,9950,0.09,36,debt_consolidation,0.14,RENT,3125,785,5,417,2
